SampleID,ComponentID,ComponentType,X,Y,Width,Height,Power
247,2,Resistor,24,65,20,6,2.86
247,3,Diode,2,56,18,5,1.71
247,4,Resistor,84,46,15,19,3.1
247,5,IC,35,37,15,9,4.28
247,6,Capacitor,80,24,7,17,2.62
247,7,IC,35,23,18,13,1.89
247,8,Resistor,45,48,15,19,3.67
247,9,Diode,87,60,10,16,2.53
247,10,IC,4,44,10,9,1.19
247,11,Resistor,14,65,14,5,0.65
248,0,Capacitor,66,64,14,5,4.39
248,1,Resistor,29,52,10,9,2.66
248,2,Diode,19,13,12,18,3.47
248,3,Inductor,37,23,6,15,0.98
248,4,Inductor,67,71,17,12,0.38
248,5,Inductor,77,71,6,18,4.23
248,6,Capacitor,27,42,11,15,1.59
248,7,Diode,27,69,11,13,1.68
248,8,Resistor,46,12,16,7,2.81
248,9,Capacitor,66,54,12,20,2.88
248,10,Diode,3,63,8,10,2.56
248,11,Inductor,28,2,18,16,3.61
248,12,Capacitor,25,34,17,6,1.89
248,13,IC,66,71,16,19,4.87
249,0,Inductor,32,72,11,6,1.72
249,1,Diode,52,66,19,19,2.28
249,2,Resistor,2,68,7,7,3.53
249,3,Diode,40,37,7,12,4.07
249,4,IC,5,31,16,18,4.49
249,5,Capacitor,13,72,12,7,4.91
249,6,Capacitor,42,37,11,14,1.38
249,7,Inductor,40,62,6,7,3.77
249,8,Diode,78,19,9,7,4.48
249,9,Inductor,28,14,8,11,4.91
249,10,IC,41,25,17,19,0.79
249,11,Capacitor,42,43,18,7,0.66
249,12,Inductor,47,49,16,16,3.53
249,13,Capacitor,5,55,15,5,0.1
249,14,Inductor,67,69,20,16,4.67
250,0,Inductor,0,52,5,17,0.54
250,1,Inductor,24,37,5,10,2.32
250,2,IC,76,24,5,11,4.38
250,3,Capacitor,15,7,15,12,2.98
250,4,Diode,52,65,6,18,2.91
250,5,IC,27,85,20,12,2.93
250,6,Inductor,3,27,17,20,3.78
251,0,Resistor,84,36,15,14,4.5
251,1,Diode,2,27,6,14,4.8
251,2,Diode,84,79,5,19,1.65
251,3,IC,38,72,14,16,0.15
251,4,Inductor,74,46,11,19,4.67
251,5,Inductor,66,33,6,20,3.54
251,6,Capacitor,75,24,18,19,3.02
251,7,Capacitor,62,22,11,16,1.14
251,8,Resistor,61,83,15,7,0.15
251,9,Diode,58,31,6,8,2.14
251,10,IC,78,12,12,15,3.27
251,11,Resistor,69,37,9,8,4.57
251,12,Diode,79,93,5,5,4.42
252,0,IC,62,80,18,15,0.34
252,1,IC,28,63,14,16,2.23
252,2,Capacitor,80,43,18,10,2.01
252,3,Resistor,0,51,6,19,3.12
252,4,IC,79,60,19,9,4.99
253,0,Diode,65,10,15,15,4.79
253,1,Inductor,10,13,10,7,1.9
253,2,Resistor,69,50,9,19,2.66
253,3,Diode,20,63,17,5,2.49
253,4,Resistor,91,26,7,7,1.86
253,5,Resistor,5,79,13,11,0.36
253,6,Capacitor,26,10,17,12,2.07
253,7,Capacitor,1,62,10,13,2.38
253,8,Inductor,57,26,14,7,1.31
253,9,Inductor,17,18,15,16,2.82
253,10,Capacitor,66,75,6,7,0.42
253,11,Capacitor,2,81,6,13,1.68
254,0,Diode,63,44,13,20,3.35
254,1,Capacitor,65,94,14,5,0.95
254,2,Diode,10,18,11,18,4.69
254,3,Capacitor,30,6,18,8,4.25
254,4,IC,29,28,15,15,4.18
254,5,Diode,32,69,6,8,1.34
254,6,IC,87,26,9,14,1.21
254,7,Resistor,0,10,20,15,2.26
254,8,Inductor,66,54,11,9,0.84
254,9,Resistor,34,4,12,14,0.6
254,10,IC,69,66,12,14,4.7
254,11,Inductor,67,86,18,9,1.53
254,12,Diode,21,21,9,15,3.14
255,0,Resistor,81,22,11,16,1.47
255,1,Inductor,37,64,19,9,3.5
255,2,IC,49,63,19,17,0.3
255,3,IC,90,82,7,5,4.39
255,4,Resistor,48,5,14,16,4.67
256,0,Inductor,6,63,15,13,0.54
256,1,Inductor,74,52,5,11,0.94
256,2,IC,45,79,18,15,0.29
256,3,Resistor,30,54,13,9,3.79
256,4,Resistor,69,46,7,16,2.48
257,0,IC,41,57,10,11,4.91
257,1,Diode,59,35,9,18,1.53
257,2,Inductor,24,78,20,10,1.24
257,3,IC,76,34,16,7,4.37
257,4,Inductor,6,54,10,16,4.38
257,5,IC,21,60,19,10,3.06
257,6,Diode,26,28,7,18,4.61
257,7,Diode,2,17,10,20,4.47
257,8,Inductor,8,64,6,13,2.22
258,0,Inductor,56,32,12,19,2.57
258,1,Resistor,62,24,14,15,1.26
258,2,IC,74,78,5,8,4.15
258,3,Resistor,73,5,11,18,1.58
258,4,Diode,10,86,9,7,0.81
259,0,Inductor,94,48,6,13,1.57
259,1,Inductor,72,82,17,5,4.3
259,2,IC,72,56,15,8,2.03
259,3,Resistor,2,72,9,18,1.79
259,4,Inductor,54,56,9,5,0.66
259,5,Capacitor,40,3,7,16,1.57
259,6,IC,23,69,7,8,2.65
259,7,Diode,28,35,19,12,4.88
259,8,IC,40,66,13,19,3.72
259,9,Resistor,9,61,11,6,0.14
259,10,Capacitor,79,21,13,6,0.15
260,0,Resistor,74,62,19,8,3.69
260,1,Inductor,84,59,13,11,1.11
260,2,Resistor,61,8,15,6,3.94
260,3,Capacitor,0,82,5,18,3.52
260,4,Capacitor,14,62,15,15,3.65
261,0,IC,5,94,7,6,4.44
261,1,Capacitor,18,37,18,16,0.98
261,2,Inductor,27,4,16,8,4.44
261,3,Resistor,35,7,6,6,1.69
261,4,IC,89,22,5,14,4.74
261,5,Resistor,44,63,12,7,2.8
261,6,Inductor,44,50,6,12,3.38
261,7,Diode,25,68,12,17,0.97
261,8,Inductor,77,15,20,11,2.34
261,9,Inductor,44,85,11,9,0.51
261,10,Capacitor,57,68,15,14,0.26
261,11,IC,30,3,14,16,1.61
261,12,Capacitor,77,34,14,12,1.49
261,13,Capacitor,79,36,19,13,2.82
261,14,Resistor,31,7,14,10,4.13
262,0,Inductor,60,18,9,19,4.85
262,1,Inductor,12,63,10,19,2.8
262,2,Diode,88,74,10,17,3.39
262,3,Resistor,78,25,11,16,4.48
262,4,Resistor,28,73,14,17,2.45
262,5,Capacitor,4,22,15,7,4.92
262,6,IC,54,51,20,7,1.53
262,7,Inductor,9,9,10,8,0.63
262,8,Capacitor,18,79,6,13,3.74
263,0,Inductor,60,0,5,11,0.35
263,1,IC,83,2,17,14,4.95
263,2,Inductor,11,45,20,5,4.79
263,3,Capacitor,75,60,16,12,2.2
263,4,Resistor,45,40,15,20,0.48
263,5,Diode,82,43,17,17,3.09
263,6,Diode,86,63,10,6,2.49
263,7,IC,19,72,10,8,3.22
263,8,Inductor,62,86,9,10,4.81
264,0,Resistor,50,35,13,6,4.2
264,1,IC,58,60,18,13,1.91
264,2,Diode,59,75,16,12,1.54
264,3,IC,23,77,20,10,1.54
264,4,Diode,44,48,11,11,3.69
264,5,Inductor,78,64,14,19,4.61
264,6,Resistor,5,59,5,20,2.4
264,7,IC,22,54,18,6,4.95
264,8,Capacitor,57,76,15,11,2.46
264,9,Resistor,7,26,15,13,4.58
264,10,Resistor,55,73,10,12,1.29
264,11,Capacitor,30,59,9,14,2.93
264,12,Resistor,13,80,14,20,2.09
265,0,Inductor,52,33,17,16,1.13
265,1,IC,15,53,18,17,1.29
265,2,Capacitor,40,36,10,15,2.44
265,3,Capacitor,9,6,13,16,3.82
265,4,Diode,44,34,9,11,1.45
265,5,Capacitor,24,59,14,19,1.06
265,6,Inductor,27,24,6,6,4.8
265,7,IC,36,4,19,5,2.03
265,8,Resistor,22,87,17,11,2.48
265,9,Diode,66,13,11,14,2.12
265,10,Resistor,87,55,6,10,3.78
265,11,Inductor,20,23,18,7,1.64
265,12,Inductor,80,56,10,9,0.45
266,0,Resistor,37,82,14,7,2.08
266,1,Capacitor,1,24,14,19,2.91
266,2,Capacitor,64,33,17,17,0.14
266,3,Resistor,18,41,6,7,1.5
266,4,Diode,52,81,8,18,2.52
266,5,Resistor,76,62,15,10,2.23
267,0,Diode,33,41,17,6,3.02
267,1,Resistor,4,57,12,20,2.24
267,2,Resistor,65,32,16,13,1.06
267,3,Inductor,84,77,15,14,0.1
267,4,Diode,50,15,6,15,1.11
267,5,IC,60,31,12,15,2.59
267,6,Resistor,66,50,6,7,4.66
267,7,Inductor,48,0,10,7,4.59
267,8,Resistor,73,44,19,12,4.39
267,9,Resistor,77,44,11,17,4.41
267,10,Diode,82,30,8,20,2.6
267,11,Diode,2,24,13,6,0.25
268,0,Resistor,32,12,16,20,4.54
268,1,IC,71,26,19,9,0.23
268,2,Inductor,3,48,13,18,3.3
268,3,IC,39,86,13,9,0.48
268,4,Resistor,22,25,12,9,3.67
268,5,Inductor,13,36,8,8,3.59
268,6,IC,71,62,20,14,2.32
268,7,Capacitor,49,32,17,11,3.66
268,8,Inductor,20,49,12,6,1.41
268,9,Resistor,38,6,19,13,4.95
268,10,Inductor,12,81,10,17,2.59
268,11,Inductor,50,91,17,9,2.12
268,12,Inductor,48,7,7,7,2.73
268,13,Inductor,74,18,5,18,4.09
269,0,Diode,19,7,14,10,1.27
269,1,Resistor,17,81,18,7,1.29
269,2,IC,51,61,6,15,4.75
269,3,Capacitor,19,20,13,19,3.65
269,4,Diode,14,21,12,16,0.89
269,5,Capacitor,25,58,17,20,2.24
269,6,Inductor,13,48,18,17,2.29
269,7,Capacitor,19,60,11,7,3.51
269,8,IC,83,65,17,11,3.62
269,9,IC,22,54,15,11,1.44
269,10,Resistor,14,32,10,12,1.43
269,11,IC,15,69,9,10,3.67
269,12,Capacitor,44,18,11,7,3.57
269,13,Capacitor,70,43,20,5,3.32
270,0,Resistor,76,33,17,12,2.87
270,1,Diode,22,75,17,16,3.48
270,2,IC,30,43,8,13,4.87
270,3,Capacitor,31,29,6,12,0.77
270,4,Capacitor,72,20,18,9,0.31
270,5,Inductor,19,79,15,5,3.61
270,6,IC,56,48,10,18,2.04
270,7,IC,56,67,6,14,3.63
270,8,Capacitor,30,51,12,6,0.4
270,9,Inductor,32,66,16,6,4.61
270,10,Inductor,81,44,18,19,2.1
270,11,IC,64,56,16,13,0.52
270,12,Capacitor,14,71,14,11,4.06
270,13,Capacitor,46,77,6,18,4.06
270,14,Inductor,51,72,7,6,4.83
271,0,Inductor,71,72,14,12,2.21
271,1,Capacitor,14,9,17,18,3.41
271,2,IC,14,54,20,15,0.35
271,3,Diode,31,13,17,18,3.65
271,4,Resistor,74,67,13,17,4.73
271,5,Inductor,72,56,14,13,4.79
271,6,Inductor,56,57,14,14,2.06
271,7,IC,71,31,19,15,1.29
271,8,Capacitor,74,56,13,19,1.27
271,9,Diode,30,45,19,9,1.85
271,10,Capacitor,76,80,9,17,3.42
271,11,Capacitor,20,50,8,17,0.4
271,12,Diode,54,16,5,9,0.41
271,13,Capacitor,9,47,12,18,4.84
272,0,Diode,49,5,18,10,4.43
272,1,Resistor,67,39,9,18,4.02
272,2,Capacitor,73,1,17,15,3.91
272,3,Resistor,10,20,18,17,3.28
272,4,Capacitor,64,8,9,6,1.79
272,5,Inductor,68,35,5,20,3.2
272,6,Inductor,8,57,17,14,0.24
272,7,IC,17,34,11,19,3.8
272,8,Diode,58,6,18,7,0.29
272,9,Inductor,11,51,20,12,0.97
272,10,Inductor,17,36,10,16,4.18
272,11,Capacitor,73,8,14,10,2.41
273,0,Resistor,89,1,10,13,0.69
273,1,Inductor,17,4,14,15,4.18
273,2,IC,41,68,9,19,2.55
273,3,Inductor,66,88,18,12,1.58
273,4,IC,3,32,15,13,3.67
273,5,Diode,66,57,12,9,4.87
273,6,Capacitor,23,78,15,18,4.13
273,7,IC,92,11,5,19,3.8
273,8,IC,56,19,6,12,2.66
273,9,Inductor,48,14,11,18,0.37
273,10,Capacitor,50,47,19,13,2.62
274,0,IC,80,26,9,13,0.52
274,1,Diode,79,14,13,5,4.72
274,2,Inductor,27,18,8,8,0.15
274,3,Inductor,48,33,7,17,2.07
274,4,Diode,71,24,10,17,4.59
274,5,Diode,77,66,12,15,1.65
275,0,IC,32,37,8,15,1.33
275,1,Diode,28,9,17,13,4.64
275,2,Diode,72,94,14,5,2.61
275,3,Inductor,43,92,13,5,2.68
275,4,IC,52,51,19,14,4.87
275,5,Capacitor,69,87,5,11,0.3
275,6,Capacitor,5,10,14,9,4.11
276,0,Resistor,83,53,9,14,3.32
276,1,Inductor,81,68,15,12,1.6
276,2,Diode,83,2,9,18,2.23
276,3,Inductor,38,6,5,6,3.94
276,4,IC,77,5,10,9,0.65
276,5,Resistor,81,20,17,15,4.77
276,6,IC,19,41,12,8,4.25
277,0,Capacitor,54,29,19,20,1.84
277,1,Inductor,69,51,18,19,4.75
277,2,IC,26,18,16,12,4.5
277,3,Capacitor,82,71,18,17,3.55
277,4,Capacitor,73,1,11,6,0.41
277,5,Diode,40,18,5,20,4.21
277,6,Inductor,18,14,9,6,2.76
277,7,Inductor,87,10,5,20,2.21
277,8,Inductor,32,78,8,14,3.47
277,9,Capacitor,14,10,19,16,4.15
277,10,Inductor,59,84,11,11,4.34
277,11,Diode,63,90,8,9,1.41
277,12,IC,61,27,14,15,3.94
278,0,Inductor,13,75,18,10,1.8
278,1,Resistor,71,74,17,18,4.88
278,2,Inductor,47,11,13,15,3.37
278,3,Capacitor,2,27,9,18,4.24
278,4,Capacitor,14,72,12,15,1.71
278,5,IC,39,52,12,5,4.09
278,6,Capacitor,3,23,6,9,0.78
278,7,Resistor,21,49,20,18,0.88
278,8,IC,4,73,13,20,2.08
279,0,IC,54,79,16,19,2.31
279,1,Diode,28,63,14,13,0.86
279,2,IC,90,37,10,5,3.05
279,3,Inductor,65,74,20,12,0.5
279,4,Capacitor,78,54,16,15,4.78
279,5,Resistor,89,64,10,7,1.94
279,6,Capacitor,68,5,5,20,2.92
279,7,Diode,7,25,13,18,4.75
280,0,Inductor,21,31,19,16,1.13
280,1,Capacitor,0,41,17,12,4.58
280,2,Capacitor,33,1,9,8,1.0
280,3,Capacitor,13,14,19,16,2.0
280,4,Diode,16,33,9,6,4.03
280,5,Inductor,46,73,18,13,0.92
280,6,IC,57,48,6,17,1.39
280,7,Resistor,39,63,19,18,1.26
280,8,Diode,4,76,8,9,2.78
280,9,Inductor,8,53,13,5,2.42
280,10,IC,36,55,9,18,0.3
280,11,Capacitor,39,17,18,12,0.81
280,12,IC,19,91,12,7,4.06
280,13,Inductor,74,37,5,10,2.93
281,0,Inductor,3,35,13,10,3.15
281,1,Capacitor,26,48,20,17,2.72
281,2,Diode,8,49,17,16,3.28
281,3,Diode,78,28,11,19,1.46
281,4,Inductor,3,69,6,8,2.0
281,5,Inductor,82,56,16,6,0.34
281,6,Resistor,52,80,18,20,2.4
281,7,Inductor,82,10,11,15,3.04
281,8,Resistor,7,56,8,5,4.44
281,9,Diode,26,25,12,14,2.02
282,0,Inductor,42,66,6,11,2.69
282,1,Inductor,15,73,14,18,4.94
282,2,Diode,67,33,10,13,1.87
282,3,Capacitor,39,49,5,9,2.07
282,4,Capacitor,52,82,5,12,0.45
282,5,IC,24,78,20,17,0.96
282,6,Resistor,62,31,15,8,4.78
282,7,Resistor,75,72,15,17,4.69
282,8,Inductor,20,26,11,10,0.43
282,9,IC,7,77,5,8,0.29
282,10,IC,11,80,17,18,3.9
282,11,Inductor,38,72,12,8,2.07
282,12,Diode,76,19,14,7,4.03
282,13,IC,8,1,11,6,3.26
283,0,Capacitor,14,1,17,7,4.77
283,1,IC,65,3,5,11,1.29
283,2,Inductor,34,28,11,11,3.46
283,3,Diode,10,22,17,16,4.17
283,4,Resistor,57,14,20,14,4.79
283,5,Resistor,4,0,16,13,1.33
283,6,Diode,83,34,11,18,0.93
284,0,Diode,49,14,14,19,1.88
284,1,Resistor,4,36,6,16,1.45
284,2,Capacitor,44,46,12,13,3.31
284,3,Capacitor,2,47,20,12,4.66
284,4,Inductor,75,18,16,14,2.32
284,5,Capacitor,62,81,13,9,4.65
284,6,Capacitor,68,75,17,7,3.03
284,7,Diode,78,33,8,10,0.61
284,8,Resistor,2,42,8,14,0.77
285,0,Inductor,65,7,16,20,0.74
285,1,Diode,10,13,20,19,4.28
285,2,Resistor,47,32,20,17,0.17
285,3,IC,13,57,19,14,4.75
285,4,Diode,51,49,16,11,4.36
285,5,IC,5,27,9,20,4.99
285,6,Diode,52,60,12,11,4.91
285,7,Diode,75,20,18,11,0.99
286,0,IC,40,43,14,15,1.32
286,1,IC,25,61,20,20,2.9
286,2,Capacitor,57,90,5,6,3.88
286,3,Diode,61,19,9,5,0.57
286,4,IC,39,14,16,10,3.06
286,5,Inductor,69,23,8,13,3.97
286,6,Capacitor,54,61,8,10,0.33
286,7,Capacitor,34,77,6,9,1.9
286,8,Inductor,31,80,17,18,2.27
286,9,Capacitor,75,36,18,13,3.15
287,0,Resistor,6,39,17,20,2.15
287,1,Inductor,80,65,18,15,2.74
287,2,Diode,36,2,7,17,4.11
287,3,IC,78,77,14,7,3.76
287,4,Resistor,38,34,16,13,2.77
287,5,Capacitor,25,34,20,11,3.03
287,6,IC,75,20,9,11,0.44
287,7,Diode,44,14,9,18,4.85
287,8,Capacitor,28,1,17,5,0.71
287,9,Diode,30,3,14,13,3.25
287,10,Resistor,41,47,5,18,2.39
287,11,Inductor,80,5,16,19,2.1
287,12,Inductor,75,51,6,5,1.58
287,13,Capacitor,50,85,15,5,3.59
287,14,IC,89,0,9,8,3.93
288,0,Capacitor,73,88,7,12,4.48
288,1,Diode,32,2,7,11,3.67
288,2,Resistor,0,90,18,5,2.3
288,3,Capacitor,90,16,6,13,3.25
288,4,Resistor,55,34,20,5,0.26
288,5,Resistor,44,66,12,9,2.85
288,6,Capacitor,43,61,10,15,0.36
288,7,Capacitor,17,25,9,20,4.56
289,0,Diode,29,30,15,18,3.0
289,1,Inductor,21,20,5,10,2.13
289,2,Capacitor,75,48,14,7,0.18
289,3,Inductor,41,45,7,11,4.05
289,4,IC,44,36,13,17,3.31
289,5,IC,39,45,18,11,4.54
289,6,IC,29,43,14,10,4.79
289,7,Inductor,69,64,10,15,2.53
290,0,Resistor,22,27,19,14,0.2
290,1,Diode,54,71,8,14,2.76
290,2,IC,40,84,11,7,0.82
290,3,Capacitor,4,0,20,19,1.39
290,4,Diode,87,35,10,17,1.73
290,5,Capacitor,31,49,10,6,3.09
290,6,Diode,34,34,13,20,4.75
290,7,Resistor,21,82,14,14,4.94
290,8,IC,80,16,6,6,0.71
291,0,Diode,10,59,17,16,0.12
291,1,Inductor,68,62,18,14,2.06
291,2,IC,21,45,12,8,1.02
291,3,Resistor,30,24,18,16,3.44
291,4,Capacitor,46,36,17,15,2.72
291,5,Inductor,65,83,15,14,2.59
291,6,Diode,30,84,17,11,1.45
291,7,Inductor,38,26,11,16,2.92
291,8,Resistor,13,50,10,17,2.96
291,9,Resistor,29,67,12,6,4.12
291,10,Inductor,22,17,7,16,3.27
291,11,Inductor,22,42,8,9,1.01
291,12,Capacitor,26,22,20,9,0.51
291,13,Inductor,36,79,17,6,3.19
291,14,Diode,18,33,11,20,4.12
292,0,Inductor,51,75,14,17,1.74
292,1,Resistor,54,61,8,7,2.36
292,2,IC,22,2,11,7,4.87
292,3,Capacitor,5,41,13,13,3.45
292,4,Capacitor,69,39,14,14,3.08
292,5,Diode,55,53,11,18,1.56
292,6,Capacitor,86,84,5,14,3.0
292,7,Resistor,46,80,20,14,0.11
292,8,Diode,79,63,9,8,2.0
292,9,Resistor,33,54,12,16,2.36
292,10,IC,51,63,12,7,4.07
292,11,IC,45,13,14,14,0.85
293,0,Inductor,76,72,18,7,0.89
293,1,IC,73,46,7,5,1.63
293,2,IC,64,42,7,9,3.32
293,3,IC,60,58,7,11,4.9
293,4,Capacitor,74,15,9,16,4.74
293,5,Inductor,50,63,7,19,2.54
293,6,Inductor,49,28,15,15,3.25
293,7,Inductor,21,63,15,20,0.84
293,8,Resistor,10,51,12,17,1.95
293,9,Inductor,15,71,17,16,0.63
293,10,IC,4,19,7,19,1.05
294,0,Inductor,81,4,10,17,2.93
294,1,Resistor,88,79,7,16,4.08
294,2,Capacitor,57,73,15,14,3.48
294,3,Inductor,82,56,17,6,0.92
294,4,Diode,76,73,7,20,1.65
294,5,Resistor,49,33,19,6,0.43
294,6,Resistor,19,8,9,6,0.44
294,7,Resistor,26,42,12,5,3.5
294,8,Capacitor,38,39,8,17,4.15
294,9,Capacitor,73,36,7,15,2.19
294,10,Diode,13,47,7,5,3.21
294,11,Inductor,38,79,14,14,2.98
295,0,Diode,62,65,14,20,0.19
295,1,IC,90,25,10,10,0.95
295,2,Diode,49,71,8,20,3.61
295,3,Inductor,1,23,10,8,2.15
295,4,Diode,30,21,18,14,0.38
295,5,Resistor,44,93,13,5,0.25
295,6,Capacitor,84,59,8,14,1.2
295,7,Resistor,68,40,18,19,1.76
296,0,Capacitor,85,79,6,14,1.79
296,1,Resistor,19,80,15,11,4.09
296,2,Diode,21,59,9,7,3.75
296,3,Inductor,29,83,9,6,2.18
296,4,IC,52,67,9,14,0.84
296,5,IC,92,3,8,20,3.66
296,6,Diode,4,41,16,17,3.48
296,7,IC,47,30,19,12,4.58
296,8,Capacitor,31,15,5,9,4.19
296,9,Resistor,80,20,9,16,4.89
296,10,Diode,20,77,10,15,4.58
296,11,Inductor,68,43,8,8,1.08
296,12,Inductor,18,21,12,14,2.99
297,0,Capacitor,10,54,12,5,0.37
297,1,Resistor,38,31,11,19,4.98
297,2,IC,7,76,10,7,1.54
297,3,IC,44,47,14,19,2.62
297,4,Capacitor,43,46,13,20,3.56
297,5,Resistor,4,1,17,13,4.3
297,6,Diode,81,67,7,11,1.63
297,7,Diode,34,30,12,6,3.38
298,0,IC,24,10,20,8,3.89
298,1,Inductor,81,22,9,18,0.5
298,2,Resistor,48,4,18,12,1.74
298,3,Inductor,66,74,8,6,3.65
298,4,IC,37,86,20,11,3.87
298,5,Resistor,82,52,6,17,3.78
298,6,Inductor,6,16,9,12,1.77
299,0,IC,73,17,14,9,1.56
299,1,Resistor,51,86,5,6,4.15
299,2,Resistor,3,56,18,18,4.89
299,3,Capacitor,45,3,9,6,0.46
299,4,IC,68,20,20,12,2.32
299,5,Diode,65,3,20,5,4.17
299,6,IC,5,24,14,6,3.59
299,7,Diode,67,75,11,13,3.65
299,8,Diode,31,73,15,6,1.67
299,9,Capacitor,10,6,17,5,1.16
299,10,Capacitor,82,77,10,14,2.08
299,11,Inductor,57,63,15,12,2.81
300,0,Diode,41,27,14,14,3.62
300,1,IC,9,58,10,18,1.45
300,2,Diode,19,42,10,6,3.36
300,3,Capacitor,75,64,20,11,1.34
300,4,Inductor,15,26,20,15,3.44
300,5,Capacitor,23,54,6,18,0.95
300,6,IC,69,37,17,17,0.58
301,0,IC,55,69,18,14,0.75
301,1,Diode,46,27,7,10,1.21
301,2,Diode,30,79,12,16,1.35
301,3,Resistor,71,45,19,9,1.85
301,4,Inductor,10,7,10,14,1.45
301,5,Capacitor,14,24,10,17,4.66
301,6,IC,49,48,11,20,0.95
301,7,IC,46,14,16,10,3.11
301,8,IC,47,35,12,20,2.2
301,9,Diode,9,31,6,10,1.22
301,10,Inductor,68,21,10,7,4.24
301,11,Capacitor,10,33,13,6,3.21
301,12,Inductor,30,84,11,9,2.6
301,13,IC,34,1,7,18,2.62
302,0,Capacitor,59,23,18,20,0.98
302,1,Inductor,44,74,8,11,3.63
302,2,Capacitor,82,25,14,13,4.43
302,3,IC,71,42,5,13,1.5
302,4,Resistor,92,43,5,16,4.86
302,5,Resistor,17,25,17,10,0.66
302,6,Diode,33,49,9,16,2.77
302,7,Inductor,19,59,13,5,2.88
303,0,Capacitor,46,70,9,8,4.98
303,1,IC,4,20,15,15,3.11
303,2,IC,66,4,7,12,3.72
303,3,Resistor,74,31,14,15,4.53
303,4,IC,63,27,20,15,1.08
303,5,Diode,52,25,17,15,3.09
303,6,Diode,38,81,11,12,2.31
303,7,Resistor,77,8,6,19,3.73
303,8,Capacitor,9,53,11,17,2.25
303,9,Resistor,81,14,18,14,0.5
303,10,Inductor,2,33,8,8,3.76
304,0,IC,82,10,16,11,0.13
304,1,Diode,25,81,17,11,3.45
304,2,Diode,55,86,8,5,0.84
304,3,Capacitor,12,81,9,9,2.47
304,4,Resistor,5,84,17,16,4.99
304,5,Diode,79,58,9,5,4.79
304,6,Resistor,11,34,7,12,3.77
304,7,Inductor,32,73,7,6,2.03
304,8,Capacitor,74,37,10,13,3.17
304,9,IC,38,90,20,8,1.87
305,0,Inductor,18,76,7,8,4.44
305,1,Diode,24,48,5,15,2.94
305,2,Inductor,1,14,14,8,0.91
305,3,Resistor,58,59,8,20,3.06
305,4,Inductor,50,43,13,18,4.87
305,5,IC,55,38,18,9,4.88
305,6,Inductor,78,1,11,19,3.0
305,7,IC,78,0,19,8,0.63
305,8,Inductor,72,48,19,7,0.79
305,9,Inductor,6,41,7,7,4.23
306,0,IC,25,3,6,11,3.28
306,1,Inductor,33,25,14,11,4.74
306,2,Resistor,48,53,15,14,0.74
306,3,Resistor,18,6,14,11,3.86
306,4,Resistor,57,17,10,18,3.15
306,5,Resistor,28,19,6,7,0.76
306,6,Diode,57,18,14,20,1.13
307,0,Capacitor,3,9,5,10,1.46
307,1,Diode,45,90,6,8,4.46
307,2,Capacitor,45,3,13,19,2.54
307,3,IC,44,48,9,20,0.2
307,4,Resistor,25,20,14,13,1.75
307,5,IC,52,29,5,16,1.64
307,6,Diode,40,5,17,16,1.11
307,7,Capacitor,69,49,7,18,1.05
307,8,Capacitor,62,68,20,15,3.55
307,9,Resistor,70,53,5,14,2.85
307,10,Diode,80,89,10,5,4.12
307,11,Resistor,16,17,13,6,1.72
307,12,Resistor,4,16,19,12,1.08
307,13,Diode,83,78,7,11,3.12
307,14,Inductor,58,47,7,16,1.53
308,0,Inductor,83,31,12,9,4.99
308,1,Capacitor,86,54,11,18,1.46
308,2,Diode,36,9,8,9,0.84
308,3,IC,77,71,10,11,1.29
308,4,Diode,91,72,7,7,4.46
308,5,IC,17,2,16,15,3.5
308,6,Diode,82,54,17,16,1.08
308,7,Resistor,28,48,5,12,4.77
308,8,Capacitor,83,70,11,5,1.66
308,9,IC,81,73,14,17,0.82
308,10,Capacitor,17,71,20,6,0.83
308,11,Diode,4,13,7,6,4.76
309,0,Inductor,60,31,13,15,0.34
309,1,Resistor,0,15,13,9,4.13
309,2,Capacitor,8,85,12,11,0.56
309,3,Diode,72,27,15,8,0.61
309,4,Resistor,19,65,15,13,2.95
309,5,Capacitor,37,55,19,14,0.82
309,6,Capacitor,63,34,17,7,3.69
309,7,Capacitor,15,39,10,5,4.62
309,8,Capacitor,42,81,20,17,2.22
309,9,Capacitor,21,20,11,13,2.23
310,0,Resistor,14,82,8,18,0.81
310,1,Resistor,4,83,10,10,0.5
310,2,Inductor,34,31,8,18,1.11
310,3,Diode,36,23,13,9,4.8
310,4,Inductor,69,46,7,6,0.77
310,5,IC,61,27,7,19,0.69
310,6,Diode,66,85,15,12,4.96
310,7,Capacitor,11,64,19,13,3.06
310,8,Resistor,84,24,12,8,2.63
310,9,IC,44,77,9,14,1.7
310,10,Capacitor,53,9,11,20,0.26
310,11,IC,35,57,15,13,0.37
310,12,Inductor,48,54,20,13,2.43
310,13,Diode,57,9,19,16,4.94
311,0,Diode,19,9,16,15,1.77
311,1,IC,55,4,20,5,4.33
311,2,Inductor,86,62,14,20,2.46
311,3,Inductor,54,26,11,18,4.4
311,4,Capacitor,80,66,11,7,4.46
311,5,IC,5,54,14,11,4.4
311,6,Inductor,26,34,20,10,2.69
311,7,Diode,50,52,8,9,2.83
311,8,IC,10,32,5,17,3.93
311,9,Resistor,27,92,9,6,3.73
312,0,Capacitor,64,79,9,17,2.96
312,1,Diode,64,40,13,15,3.17
312,2,IC,77,82,6,5,4.55
